Age,Gender,Education Level,Job Title,Years of Experience,Salary,
25,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,9,100000,FALSE
31,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,9,100000,FALSE
31,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,9,100000,FALSE
31,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,9,100000,FALSE
31,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,9,100000,FALSE
31,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,9,100000,FALSE
31,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
36,Female,Master's Degree,Marketing Coordinator,9,100000,FALSE
31,Male,Bachelor's Degree,Operations Manager,6,75000,FALSE
27,Female,Master's Degree,Human Resources Coordinator,3,50000,FALSE
42,Male,PhD,Data Scientist,14,140000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,FALSE
26,Male,High School,Junior Sales Associate,2,30000,FALSE
39,Female,Master's Degree,Marketing Manager,11,120000,FALSE
30,Male,Bachelor's Degree,Software Engineer,4,65000,FALSE
47,Male,PhD,Data Scientist,19,190000,FALSE
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,FALSE
40,Female,Master's Degree,Human Resources Manager,12,130000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,85000,FALSE
29,Female,High School,Junior Sales Associate,1,25000,FALSE
44,Male,PhD,Data Scientist,15,150000,FALSE
28,Male,Bachelor's Degree,Software Developer,3,60000,FALSE
31,Male,Bachelor's Degree,Software Engineer,5,80000,FALSE
27,Female,Master's Degree,Marketing Manager,3,60000,FALSE
38,Male,PhD,Data Scientist,12,130000,FALSE
29,Female,Bachelor's Degree,Human Resources Coordinator,2,45000,FALSE
23,Male,High School,Junior Sales Associate,1,25000,FALSE
32,Female,Master's Degree,Software Developer,7,90000,FALSE
44,Male,Bachelor's Degree,Operations Manager,18,170000,FALSE
26,Female,Bachelor's Degree,Marketing Coordinator,2,40000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
39,Female,Master's Degree,Marketing Coordinator,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,90000,FALSE
28,Female,Master's Degree,Human Resources Coordinator,2,45000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
39,Female,Master's Degree,Marketing Coordinator,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,90000,FALSE
28,Female,Master's Degree,Human Resources Coordinator,2,45000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
39,Female,Master's Degree,Marketing Coordinator,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,90000,FALSE
28,Female,Master's Degree,Human Resources Coordinator,2,45000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
39,Female,Master's Degree,Marketing Coordinator,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,90000,FALSE
28,Female,Master's Degree,Human Resources Coordinator,2,45000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
39,Female,Master's Degree,Marketing Coordinator,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,90000,FALSE
28,Female,Master's Degree,Human Resources Coordinator,2,45000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
39,Female,Master's Degree,Marketing Coordinator,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,90000,FALSE
28,Female,Master's Degree,Human Resources Coordinator,2,45000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
39,Female,Master's Degree,Marketing Coordinator,11,120000,FALSE
32,Male,Bachelor's Degree,Operations Manager,6,90000,FALSE
28,Female,Master's Degree,Human Resources Coordinator,2,45000,FALSE
40,Male,PhD,Data Scientist,15,150000,FALSE
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,FALSE
24,Male,High School,Junior Sales Associate,1,25000,FALSE
35,Female,Master's Degree,Marketing Manager,10,110000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,70000,FALSE
49,Male,PhD,Data Scientist,22,220000,FALSE
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,FALSE
41,Female,Master's Degree,Human Resources Manager,13,140000,FALSE
36,Male,Bachelor's Degree,Operations Manager,9,110000,FALSE
28,Female,High School,Junior Sales Associate,1,25000,FALSE
43,Male,PhD,Data Scientist,16,160000,FALSE
29,Male,Bachelor's Degree,Software Developer,5,80000,FALSE
34,Male,Bachelor's Degree,Software Engineer,6,85000,FALSE
31,Female,Master's Degree,Marketing Manager,4,62000,FALSE
41,Male,PhD,Data Scientist,13,138000,FALSE
27,Female,Bachelor's Degree,Human Resources Coordinator,2,47000,FALSE
25,Male,High School,Junior Sales Associate,1,26000,FALSE
33,Female,Master's Degree,Software Developer,8,95000,FALSE
45,Male,Bachelor's Degree,Operations Manager,19,174000,FALSE
28,Female,Bachelor's Degree,Marketing Coordinator,2,41000,FALSE
42,Male,PhD,Data Scientist,16,162000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,FALSE
23,Male,High School,Junior Sales Associate,1,26000,FALSE
36,Female,Master's Degree,Marketing Manager,11,117000,FALSE
30,Male,Bachelor's Degree,Software Engineer,5,75000,FALSE
50,Male,PhD,Data Scientist,23,225000,FALSE
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,FALSE
43,Female,Master's Degree,Human Resources Manager,14,146000,FALSE
37,Male,Bachelor's Degree,Operations Manager,10,113000,FALSE
29,Female,High School,Junior Sales Associate,1,26000,FALSE
44,Male,PhD,Data Scientist,17,168000,FALSE
30,Male,Bachelor's Degree,Software Developer,6,85000,FALSE
40,Female,Master's Degree,Marketing Coordinator,12,122000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,96000,FALSE
29,Female,Master's Degree,Human Resources Coordinator,3,49000,FALSE
43,Male,PhD,Data Scientist,16,162000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,FALSE
23,Male,High School,Junior Sales Associate,1,26000,FALSE
36,Female,Master's Degree,Marketing Manager,11,117000,FALSE
30,Male,Bachelor's Degree,Software Engineer,5,75000,FALSE
50,Male,PhD,Data Scientist,23,225000,FALSE
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,FALSE
43,Female,Master's Degree,Human Resources Manager,14,146000,FALSE
37,Male,Bachelor's Degree,Operations Manager,10,113000,FALSE
29,Female,High School,Junior Sales Associate,1,26000,FALSE
44,Male,PhD,Data Scientist,17,168000,FALSE
30,Male,Bachelor's Degree,Software Developer,6,85000,FALSE
40,Female,Master's Degree,Marketing Coordinator,12,122000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,96000,FALSE
29,Female,Master's Degree,Human Resources Coordinator,3,49000,FALSE
43,Male,PhD,Data Scientist,16,162000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,FALSE
23,Male,High School,Junior Sales Associate,1,26000,FALSE
36,Female,Master's Degree,Marketing Manager,11,117000,FALSE
30,Male,Bachelor's Degree,Software Engineer,5,75000,FALSE
50,Male,PhD,Data Scientist,23,225000,FALSE
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,FALSE
43,Female,Master's Degree,Human Resources Manager,14,146000,FALSE
37,Male,Bachelor's Degree,Operations Manager,10,113000,FALSE
29,Female,High School,Junior Sales Associate,1,26000,FALSE
44,Male,PhD,Data Scientist,17,168000,FALSE
30,Male,Bachelor's Degree,Software Developer,6,85000,FALSE
40,Female,Master's Degree,Marketing Coordinator,12,122000,FALSE
33,Male,Bachelor's Degree,Operations Manager,7,96000,FALSE
29,Female,Master's Degree,Human Resources Coordinator,3,49000,FALSE
43,Male,PhD,Data Scientist,16,162000,FALSE
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,FALSE
23,Male,High School,Junior Sales Associate,1,26000,FALSE
36,Female,Master's Degree,Marketing Manager,11,117000,FALSE
30,Male,Bachelor's Degree,Software Engineer,5,75000,FALSE
50,Male,PhD,Data Scientist,23,225000,FALSE
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,FALSE
43,Female,Master's Degree,Human Resources Manager,14,146000,FALSE
37,Male,Bachelor's Degree,Operations Manager,10,113000,FALSE
29,Female,High School,Junior Sales Associate,1,26000,FALSE
44,Male,PhD,Data Scientist,17,168000,FALSE
30,Male,Bachelor's Degree,Software Developer,6,85000,FALSE
